date, pm25, pm10
2018/11/28, 171, 112
2018/11/29, 166, 93
2018/11/30, 157, 83
2018/12/1, 153, 87
2018/12/2, 157, 92
2018/12/3, 165, 89
2018/12/4, 163, 95
2018/12/5, 172, 81
2018/12/6, 156, 73
2018/12/7, 147, 75
2018/12/8, 152, 75
2018/12/9, 153, 60
2018/12/10, 132, 62
2018/12/11, 127, 58
2018/12/12, 125, 72
2018/12/13, 143, 72
2018/12/14, 144, 67
2018/12/15, 146, 68
2018/12/16, 144, 63
2018/12/17, 159, 52
2018/12/18, 105, 71
2018/12/19, 149, 63
2018/12/20, 155, 51
2018/12/21, 151, 63
2018/8/20, 82, 51
2018/8/21, 73, 46
2018/8/22, 58, 35
2018/8/23, 56, 38
2018/8/24, 55, 32
2018/8/25, 61, 52
2018/8/26, 75, 28
2018/8/27, 51, 30
2018/8/28, 64, 33
2018/8/29, 62, 35
2018/8/30, 61, 38
2018/8/31, 61, 38
2018/9/1, 66, 55
2018/9/2, 69, 55
2018/9/3, 82, 61
2018/9/4, 78, 54
2018/9/5, 79, 44
2018/9/6, 75, 50
2018/9/7, 68, 47
2018/9/8, 71, 48
2018/9/9, 73, 35
2018/9/10, 64, 38
2018/9/11, 72, 54
2018/9/12, 85, 61
2018/9/13, 87, 63
2018/9/14, 98, 60
2018/9/15, 100, 55
2018/9/16, 90, 57
2018/9/17, 87, 61
2018/9/18, 89, 58
2018/9/19, 88, 59
2018/9/20, 91, 38
2018/9/21, 71, 54
2018/9/22, 85, 56
2018/9/23, 82, 65
2018/9/24, 98, 73
2018/9/25, 106, 70
2018/9/26, 111, 69
2018/9/27, 100, 74
2018/9/28, 108, 71
2018/9/29, 117, 75
2018/9/30, 119, 89
2017/4/10, 163, 354
2017/4/11, 181, 365
2017/4/12, 193, 402
2017/4/14, 183, 338
2017/4/15, 113, 52
2017/4/16, 138, 208
2017/4/17, 141, 130
2017/4/18, 152, 147
2017/4/19, 152, 138
2017/4/20, 141, 97
2017/4/21, 123, 92
2017/4/22, 117, 52
2017/4/23, 108, 73
2017/4/24, 115, 136
2017/4/25, 141, 193
2017/4/26, 139, 278
2017/4/27, 138, 213
2017/4/28, 152, 198
2017/4/29, 154, 106
2017/4/30, 117, 176
2017/5/1, 121, 77
2017/5/2, 125, 104
2017/5/3, 135, 120
2017/5/4, 122, 81
2017/5/5, 99, 62
2017/5/11, 125, 87
2017/5/12, 115, 73
2017/5/13, 97, 68
2017/5/14, 83, 46
2017/5/15, 90, 48
2017/5/16, 104, 63
2017/5/17, 99, 35
2017/5/18, 106, 53
2017/5/19, 98, 76
2017/5/20, 113, 87
2017/5/21, 123, 101
2017/5/22, 97, 76
2017/5/23, 117, 93
2017/5/24, 130, 117
2017/5/25, 124, 100
2017/5/26, 123, 81
2017/6/1, 70, 79
2017/6/2, 92, 89
2017/1/2, 98, 58
2017/1/3, 127, 75
2017/1/4, 149, 75
2017/1/5, 154, 65
2017/1/6, 138, 74
2017/1/7, 153, 71
2017/1/8, 149, 86
2017/1/9, 162, 73
2017/1/10, 155, 70
2017/1/11, 152, 75
2017/1/12, 161, 79
2017/1/13, 171, 
2017/1/18, 147, 85
2017/1/19, 154, 95
2017/1/20, 166, 87
2017/1/21, 163, 83
2017/1/22, 164, 82
2017/1/23, 168, 81
2017/1/24, 167, 88
2017/1/25, 164, 88
2017/1/26, 162, 60
2017/1/27, 130, 63
2017/1/28, 116, 86
2017/1/29, 169, 62
2017/1/30, 117, 
2017/2/1, 162, 71
2017/2/2, 154, 78
2017/2/3, 159, 86
2017/2/4, 162, 84
2017/2/5, 157, 92
2017/2/6, 173, 71
2017/2/7, 149, 71
2017/2/8, 145, 76
2017/2/9, 148, 73
2017/2/10, 144, 84
2017/2/11, 156, 85
2017/2/12, 155, 86
2017/2/13, 157, 82
2017/2/14, 157, 82
2017/2/15, 163, 90
2017/2/16, 171, 82
2017/2/17, 162, 84
2017/2/18, 160, 80
2017/2/19, 162, 80
2017/2/20, 163, 73
2017/2/21, 145, 84
2017/2/22, 156, 61
2017/2/23, 126, 46
2017/2/24, 123, 53
2017/2/25, 152, 
2016/12/6, 141, 76
2016/12/7, 144, 87
2016/12/8, 144, 85
2016/12/9, 148, 87
2016/12/10, 147, 78
2016/12/11, 142, 70
2016/12/12, 139, 72
2016/12/13, 136, 65
2016/12/14, 131, 58
2016/12/15, 112, 52
2016/12/16, 134, 66
2016/12/17, 119, 51
2016/12/18, 122, 53
2016/12/19, 108, 44
2016/12/20, 116, 52
2016/12/21, 118, 53
2016/12/22, 100, 47
2016/12/23, 123, 67
2016/12/24, 144, 72
2016/12/25, 143, 68
2016/12/26, 150, 69
2016/12/27, 160, 80
2016/12/28, 162, 81
2016/12/29, 167, 76
2017/1/1, 163, 70
2024/3/9, , 97
2023/10/16, , 40
2023/11/6, , 40
2023/11/7, , 35
2023/11/8, , 36
2023/11/9, , 42
2023/11/10, , 47
2023/11/11, , 39
2023/11/12, , 35
2023/11/13, , 29
2023/11/14, , 25
2023/11/15, , 23
2023/11/16, , 22
2023/11/17, , 17
2023/11/18, , 21
2023/11/19, , 24
2023/11/20, , 25
2023/11/21, , 24
2023/11/22, , 28
2023/11/23, , 27
2023/11/24, , 27
2023/11/25, , 27
2023/11/26, , 30
2023/11/27, , 26
2023/11/28, , 25
2023/11/29, , 38
2023/11/30, , 31
2023/12/1, , 29
2023/12/2, , 24
2023/12/3, , 39
2023/12/4, , 36
2023/8/21, , 8
2023/9/21, , 11
2023/4/11, , 125
2023/1/1, , 46
2023/2/11, , 58
2023/2/26, , 76
2022/10/18, , 45
2022/11/30, , 50
2022/7/19, , 18
2022/9/10, , 36
2022/9/16, , 41
2022/4/20, , 63
2022/6/29, , 38
2022/2/3, , 11
2021/11/18, , 84
2021/7/19, , 27
2021/7/28, , 20
2021/1/5, , 50
2021/1/7, , 93
2021/1/19, , 73
2021/3/3, , 70
2021/3/8, , 48
2021/3/19, , 83
2021/3/30, , 124
2020/10/2, , 30
2020/10/25, , 19
2020/11/23, , 108
2020/12/24, , 102
2020/12/29, , 90
2020/12/31, , 118
2020/7/6, , 11
2020/7/12, , 14
2020/8/13, , 9
2020/9/16, , 23
2020/4/26, , 18
2020/5/5, , 10
2020/5/26, , 31
2020/6/22, , 32
2019/12/31, , 111
2019/10/2, , 5
2019/10/14, , 9
2019/10/22, , 113
2019/10/30, , 67
2019/11/3, , 63
2019/11/30, , 85
2019/7/4, , 15
2019/6/7, , 1
2019/6/19, , 8
2018/12/22, , 64
2018/12/23, , 60
2018/8/19, , 70
2017/4/9, , 261
2017/5/9, , 71
2017/5/10, , 95
2017/1/17, , 88
2017/1/31, , 77
2016/12/3, , 108
2016/12/4, , 121
2016/12/5, , 83
