date, pm25, pm10
2018/10/21, 50, 14
2018/10/22, 48, 17
2018/10/23, 57, 19
2018/10/24, 63, 19
2018/10/25, 62, 17
2018/10/26, 53, 
2018/11/22, 84, 27
2018/11/23, 74, 26
2018/11/24, 77, 29
2018/11/25, 79, 22
2018/11/26, 65, 25
2018/11/27, 72, 33
2018/11/28, 89, 32
2018/11/29, 86, 25
2018/11/30, 72, 25
2018/12/1, 73, 29
2018/12/2, 79, 29
2018/12/3, 83, 32
2018/12/4, 91, 33
2018/12/5, 92, 28
2018/12/6, 84, 25
2018/12/7, 75, 25
2018/12/8, 76, 24
2018/12/9, 73, 23
2018/12/10, 67, 22
2018/12/11, 63, 20
2018/12/12, 60, 24
2018/12/13, 70, 26
2018/12/14, 76, 22
2018/12/15, 66, 25
2018/12/16, 67, 34
2018/12/17, 89, 29
2018/12/18, 82, 41
2018/12/19, 113, 43
2018/12/20, 117, 42
2018/12/21, 115, 37
2018/12/22, 102, 35
2018/12/23, 97, 35
2018/12/24, 105, 
2018/8/20, 18, 3
2018/8/21, 13, 3
2018/8/22, 9, 2
2018/8/23, 9, 2
2018/8/24, 10, 2
2018/8/25, 10, 3
2018/8/26, 13, 2
2018/8/27, 8, 2
2018/8/28, 9, 3
2018/8/29, 11, 4
2018/8/30, 15, 2
2018/8/31, 9, 4
2018/9/1, 13, 3
2018/9/2, 12, 3
2018/9/3, 12, 5
2018/9/4, 17, 6
2018/9/5, 20, 5
2018/9/6, 18, 4
2018/9/7, 13, 7
2018/9/8, 18, 7
2018/9/9, 19, 3
2018/9/10, 15, 4
2018/9/11, 15, 4
2018/9/12, 16, 5
2018/9/13, 19, 6
2018/9/14, 23, 5
2018/9/15, 22, 7
2018/9/16, 30, 9
2018/9/17, 34, 9
2018/9/18, 30, 9
2018/9/19, 31, 8
2018/9/20, 28, 6
2018/9/21, 19, 6
2018/9/22, 21, 9
2018/9/23, 25, 12
2018/9/24, 39, 13
2018/9/25, 43, 11
2018/9/26, 39, 10
2018/9/27, 28, 11
2018/9/28, 36, 11
2018/9/29, 40, 14
2018/9/30, 44, 15
2025/4/20, , 63
2025/4/22, , 120
2024/12/31, , 49
2025/1/18, , 45
2025/1/26, , 30
2024/10/8, , 24
2024/12/16, , 55
2024/8/11, , 24
2024/3/9, , 62
2023/7/3, , 14
2023/9/21, , 20
2023/6/16, , 83
2023/2/6, , 72
2023/2/11, , 61
2023/2/18, , 89
2021/12/26, , 1
2021/7/19, , 18
2021/9/9, , 24
2021/9/28, , 23
2021/6/6, , 55
2021/6/10, , 22
2021/1/5, , 65
2021/1/7, , 60
2021/1/19, , 72
2021/3/3, , 98
2021/3/9, , 84
2021/3/19, , 143
2021/3/30, , 150
2020/10/2, , 48
2020/10/25, , 44
2020/12/9, , 103
2020/12/23, , 81
2020/12/29, , 99
2020/12/31, , 107
2020/7/6, , 12
2020/8/5, , 10
2020/8/13, , 18
2020/9/17, , 24
2020/4/18, , 50
2020/4/26, , 26
2020/5/5, , 17
2020/5/17, , 1
2020/6/4, , 18
2020/6/22, , 21
2020/3/16, , 81
2019/10/2, , 5
2019/10/14, , 10
2019/10/30, , 9
2019/11/3, , 12
2019/11/14, , 90
2019/11/30, , 140
2019/7/4, , 60
2019/6/7, , 11
2018/11/17, , 58
2018/11/18, , 62
2018/11/19, , 63
2018/11/20, , 60
2018/11/21, , 38
2018/8/19, , 5
